pdf,citation_text,context,classification,case_name,plaintiff,defendant,volume,reporter,page,court,year,month,day,docket_number,is_westlaw,wl_number,review_reason,v_status,v_confidence,v_url,v_matched_name,v_git_hash,qc_status,qc_notes,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Kapoor v. Dybwad, 49 N.E.3d 108 (Ind. Ct. App. 2015)","...ving costs, or any holding about unproven costs equaling ""zero"" recovery. Court of Appeals of Indiana | Opinion 25A-PL-1157 | January 30, 2026 Page 11 of 19 [23] The Wilcoxes cite ""Kapoor v. Dybwad, 49 N.E.3d 108 (Ind. Ct. App. 2015)"" in their Table of Authorities as appearing on page 18 and at p",uncertain,Kapoor v. Dybwad,Kapoor,Dybwad,49,N.E.3d,108,indctapp,2015,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/7167764/kapoor-v-dybwad/,Kapoor v. Dybwad,e697e44,approved,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Weber v. Costin, 654 N.E.2d 1130 (Ind. Ct. App. 1995)","...2(B)(6), which is conducted de novo. The case contains no discussion of jury verdicts, the clearly erroneous standard, or setting aside verdicts. [24] Like Kapoor, the Wilcoxes cite ""Weber v. Costin, 654 N.E.2d 1130"" at pages 30 and 34, not included in their Table of Authorities, for the proposit",uncertain,Weber v. Costin,Weber,Costin,654,N.E.2d,1130,indctapp,1995,,,,FALSE,,,,,,,,,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"West v. State, 755 N.E.2d 173 (Ind. 2001)","..."" (Appellants' Br. at 34.) Weber addresses summary judgment on counts of fraud and waiver of right to trial by jury but does not address a jury's fraud verdict. [25] The Wilcoxes cite ""West v. State, 755 N.E.2d 173, 185 (Ind. 2001)"" at page 28, not included in the Table of Authorities, for the pr",uncertain,West v. State,West,State,755,N.E.2d,173,ind,2001,,,,FALSE,,,,,,,,,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Sweet Co., Inc. v. White County Bridge Commission, 714 N.E.2d 219 (indctapp 1999)","...al error doctrine has been applied. Court of Appeals of Indiana | Opinion 25A-PL-1157 | January 30, 2026 Page 12 of 19 [26] The Wilcoxes cite ""J.S. Sweet Co., Inc. v. White County Bridge Commission, 714 N.E.2d 219 (Ind. Ct. App. 1999)"" at page 39, not included in the Table of Authorities, for the",uncertain,"Sweet Co., Inc. v. White County Bridge Commission","Sweet Co., Inc.",White County Bridge Commission,714,N.E.2d,219,indctapp,1999,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/2046283/js-sweet-co-v-white-county-bridge-commission/,J.S. Sweet Co. v. White County Bridge Commission,e697e44,approved,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Pierce v. State, 29 N.E.3d 1258 (Ind. 2015)","..."" The actual J.S. Sweet Co. case addresses mechanics' liens and prejudgment interest, and it contains no discussion of cost breakdowns in cost-plus contracts. [27] The Wilcoxes cite ""Pierce v. State, 29 N.E.3d 1258, 1271 (Ind. 2015)"" at page 43, not included in the Table of Authorities, for the p",uncertain,Pierce v. State,Pierce,State,29,N.E.3d,1258,ind,2015,,,,FALSE,,,,,,,,,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Motors, Inc. v. Benosky, 181 N.E.3d 857 (indctapp 2021)","...ally discusses sentencing of a credit- restricted felon in a child molesting case and includes no discussion of cumulative error doctrine. [28] The Wilcoxes also cite ""Butler Motors, Inc. v. Benosky, 181 N.E.3d 857 (Ind. Ct. App. 2021)"" in their Table of Authorities as appearing on page 3 and on ",uncertain,"Motors, Inc. v. Benosky","Motors, Inc.",Benosky,181,N.E.3d,857,indctapp,2021,,,,FALSE,,,NOT_FOUND,0.2613,https://www.courtlistener.com/docket/6433357/122/fox-yvonne-v-iowa-health-system/,"Fox, Yvonne v. Iowa Health System",e697e44,approved,confirmed hallucination.,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Graves v. State, 773 N.E.2d 157 (ind 2002)",".... App. 1981), an Illinois criminal case about denial of a continuance request. No case named ""Lacy v. State"" was decided by the Indiana Supreme Court in 1981. The Wilcoxes also cite ""Graves v. State, 773 N.E.2d 157, 161 (Ind. 2002)"" [19] twice in their brief for the proposition that the ""trial ju",uncertain,Graves v. State,Graves,State,773,N.E.2d,157,ind,2002,,,,FALSE,,,POSSIBLE_MATCH,0.7,https://www.courtlistener.com/opinion/1613021/graves-v-state/,Graves v. State,cc46446,investigate,maybe too high - wrong court.,
melissa_wilcox_v._matthew_a._gingrich.pdf,"West v. State, 755 N.E.2d 173 (ind 2001)","..."" (Appellants' Br. at 34.) Weber addresses summary judgment on counts of fraud and waiver of right to trial by jury but does not address a jury's fraud verdict. [25] The Wilcoxes cite ""West v. State, 755 N.E.2d 173, 185 (Ind. 2001)"" at page 28, not included in the Table of Authorities, for the pr",uncertain,West v. State,West,State,755,N.E.2d,173,ind,2001,,,,FALSE,,,,,,,,,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Weber v. Costin, 654 N.E.2d 1130 (indctapp 1995)","...2(B)(6), which is conducted de novo. The case contains no discussion of jury verdicts, the clearly erroneous standard, or setting aside verdicts. [24] Like Kapoor, the Wilcoxes cite ""Weber v. Costin, 654 N.E.2d 1130"" at pages 30 and 34, not included in their Table of Authorities, for the proposit",uncertain,Weber v. Costin,Weber,Costin,654,N.E.2d,1130,indctapp,1995,,,,FALSE,,,,,,,,,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"J.S. Sweet Co., Inc. v. White County Bridge Comm'n, 714 N.E.2d 219 (indctapp 1999)","...al error doctrine has been applied. Court of Appeals of Indiana | Opinion 25A-PL-1157 | January 30, 2026 Page 12 of 19 [26] The Wilcoxes cite ""J.S. Sweet Co., Inc. v. White County Bridge Commission, 714 N.E.2d 219 (Ind. Ct. App. 1999)"" at page 39, not included in the Table of Authorities, for the",uncertain,"J.S. Sweet Co., Inc. v. White County Bridge Commission","J.S. Sweet Co., Inc.",White County Bridge Commission,714,N.E.2d,219,indctapp,1999,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/2046283/js-sweet-co-v-white-county-bridge-commission/,J.S. Sweet Co. v. White County Bridge Commission,e697e44,approved,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Pierce v. State, 29 N.E.3d 1258 (ind 2015)","..."" The actual J.S. Sweet Co. case addresses mechanics' liens and prejudgment interest, and it contains no discussion of cost breakdowns in cost-plus contracts. [27] The Wilcoxes cite ""Pierce v. State, 29 N.E.3d 1258, 1271 (Ind. 2015)"" at page 43, not included in the Table of Authorities, for the p",uncertain,Pierce v. State,Pierce,State,29,N.E.3d,1258,ind,2015,,,,FALSE,,,,,,,,,,
melissa_wilcox_v._matthew_a._gingrich.pdf,"Helmsing v. Fletcher, 871 N.E.2d 725 (indctapp 2007)","..., but is not actually cited in the brief). The actual citation leads to Jones v. State, 873 N.E.2d 725 (Ind. Ct. App. 2007). No case named ""Heim v. Fletcher"" exists in Indiana; ""Helmsing v. Fletcher, 871 N.E.2d 725 (Ind. Ct. App. 2007)"" (does not appear in the Table of Authorities, but is cited i",uncertain,Helmsing v. Fletcher,Helmsing,Fletcher,871,N.E.2d,725,indctapp,2007,,,,FALSE,,,NOT_FOUND,0,https://www.courtlistener.com/opinion/2219951/people-v-urdiales/,People v. Urdiales,a0a9afc,approved,confirmed hallucination,
mezu_v_mezu_10-29-2025_order.pdf,"Malone-Bey v. Lauderdale Cnty. Sch. Bd., No. 3:25-cv-380-KHJ-MTP, 2025 WL 2098352 (S.D. Miss. July 25, 2025)","...curate depictions of information from AI models that suffer from incomplete, biased, or otherwise flawed training data."" Id. (quoting Malone-Bey v. Lauderdale Cnty. Sch. Bd., No. 3:25-cv-380-KHJ-MTP, 2025 WL 2098352, at *4 (S.D. Miss., July 25, 2025)). The citation of fake cases in a brief or oth",likely_fake,Malone-Bey v. Lauderdale County. School. Board.,Malone-Bey,Lauderdale County. School. Board.,2025,WL,2098352,mssd,2025,7,25,3:25-cv-380-KHJ-MTP,TRUE,2098352,,LIKELY_REAL,0.9,https://www.courtlistener.com/docket/70381838/24/malone-bey-v-lauderdale-county-school-board/,Malone-Bey v. Lauderdale County School Board,fbdbb4a,approved,correct document,
mezu_v_mezu_10-29-2025_order.pdf,"Benjamin v. Costco Wholesale Corp., 779 F. Supp. 3d 341 (E.D.N.Y. 2025)","...e claims, defenses, and other legal contentions are warranted by existing law or by a nonfrivolous argument for extending, modifying, or reversing existing law or for establishing new law."" 7 Corp., 779 F. Supp. 3d 341, 347 (E.D.N.Y. 2025) (quoting Park v. Kim, 91 F.4th 610, 615 (2d Cir. 2024)). ",likely_fake,In re 7 Corp.,,,779,F. Supp. 3d,341,nyed,2025,,,,FALSE,,,POSSIBLE_MATCH,0.5294,https://www.courtlistener.com/docket/70553603/4/in-re-monogioudis/,In re Monogioudis,fbdbb4a,investigate; data,"document is incorrect, and match should not be so high confidence given difference in name and that we don't have exact date for docket document; but also FLP doesn't seem to have this document/opinion",
mezu_v_mezu_10-29-2025_order.pdf,"Att'y Grievance Comm'n v. Glenn, 341 Md. 448 (1996)","...rofessional obligations of the attorney."" As the Supreme Court of Maryland has explained, an attorney cannot escape responsibility for problems caused by an employee. Att'y Grievance Comm'n v. Glenn, 341 Md. 448, 479 (1996). An attorney must ascertain that all employees perform their responsibili",likely_fake,Att'y Grievance Commission v. Glenn,Att'y Grievance Commission,Glenn,341,Md.,448,md,1996,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/1437677/attorney-grievance-commission-v-glenn/,Attorney Grievance Commission v. Glenn,a0a9afc,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Wadsworth v. Walmart Inc., 348 F.R.D. 489 (D. Wyo. 2025)","...n the client. See Benjamin, 779 F. Supp. 3d at 351 (sanction of $1,000 payable to the clerk of the court and order to serve a copy of the court's sanction order on client); Wadsworth v. Walmart Inc., 348 F.R.D. 489, 498 (D. Wyo. 2025) (revoke pro hac vice status and sanction of $3,000 payable to ",likely_real,Wadsworth v. Walmart Inc.,Wadsworth,Walmart Inc.,348,F.R.D.,489,wyd,2025,,,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/docket/67564066/212/wadsworth-v-walmart-inc/,Wadsworth v. Walmart Inc,ff0a91d,,,
mezu_v_mezu_10-29-2025_order.pdf,"Mungo v. State, 258 Md. App. 332 (2023)",".... See Rule 8-131(a) (an appellate court ordinarily will not decide an issue ""unless it plainly appears by the record to have been 27 raised in or decided by the trial court""). Accord Mungo v. State, 258 Md. App. 332, 369 (""Ordinarily, an appellate court will not decide any issue 'unless it plainl",likely_real,Mungo v. State,Mungo,State,258,Md. App.,332,mdctspecapp,2023,,,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/opinion/9415616/mungo-v-state/,Mungo v. State,a0a9afc,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Moore v. Md. Hemp Coal., No. 1590, 2025 WL 2602274 (2025)","... the parties were living together, and Father could see the children whenever he wanted. Arguably, a ruling on the issue of custody and visitation was not ripe. See Moore v. Md. Hemp Coal., No. 1590, 2025 WL 2602274, at *28 (Sept. 9, 2025) (""A claim is not yet ripe if 'it involves a request that ",likely_real,Moore v. Md. Hemp Coal.,Moore,Md. Hemp Coal.,2025,WL,2602274,,2025,,,1590,TRUE,2602274,,NOT_FOUND,0.3744,https://www.courtlistener.com/docket/70453363/30/charm-city-hemp-llc-v-moore/,"Charm City Hemp, LLC v. Moore",ff0a91d,,,
mezu_v_mezu_10-29-2025_order.pdf,"Noland v. Land of the Free, L.P., 336 Cal. Rptr. 3d 897 (calctapp 2025)","...lief there is good ground to support it."" 5 B. Analysis Recently, courts across the country have been presented with briefs containing ""fraudulent legal citations."" Noland v. Land of the Free, L.P., 336 Cal. Rptr. 3d 897, 911 (Cal. Ct. App. 2025). This case, however, appears to be the first where",uncertain,"Noland v. Land of the Free, L.P.",Noland,"Land of the Free, L.P.",336,Cal. Rptr. 3d,897,calctapp,2025,,,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/opinion/10670865/noland-v-land-of-the-free-lp/,"Noland v. Land of the Free, L.P.",e697e44,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"United States v. Hayes, 763 F. Supp. 3d 1054 (E.D. Cal. 2025)","...across the country have issued sanctions against attorneys . . . for submitting fictitious case citations, fictitious quotations, and related misrepresentations to the court."" United States v. Hayes, 763 F. Supp. 3d 1054, 1071 (E.D. Cal. 2025). Courts have issued monetary sanctions, as well as re",uncertain,United States v. Hayes,United States,Hayes,763,F. Supp. 3d,1054,caed,2025,,,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/docket/69248764/75/united-states-v-hayes/,United States v. Hayes,e697e44,,,
mezu_v_mezu_10-29-2025_order.pdf,"Gauthier v. Goodyear Tire & Rubber Co., No. 1:23-CV-281, 2024 WL 4882651 (E.D. Tex. Nov. 25, 2024)","... v. Walmart Inc., 348 F.R.D. 489, 498 (D. Wyo. 2025) (revoke pro hac vice status and sanction of $3,000 payable to the Registry of the Court); Gauthier v. Goodyear Tire & Rubber Co., No. 1:23-CV-281, 2024 WL 4882651, at *3 (E.D. Tex. Nov. 25, 2024) (sanction of $2,000 as well as order to attend a",uncertain,Gauthier v. Goodyear Tire & Rubber Co.,Gauthier,Goodyear Tire & Rubber Co.,2024,WL,4882651,txed,2024,11,25,1:23-CV-281,TRUE,4882651,,LIKELY_REAL,0.95,https://www.courtlistener.com/docket/67624744/48/gauthier-v-goodyear-tire-rubber-co/,Gauthier v. Goodyear Tire & Rubber Co.,cc46446,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Keaau Dev. P'ship LLC v. Lawrence, 571 P.3d 958 (2025)","... clerk of the court and order to the clerk of the court to serve a copy of the opinion on the state bar association and for attorney to serve a copy on the client); Keaau Dev. P'ship LLC v. Lawrence, 571 P.3d 958, 960 (Haw. Ct. App. 2025) (monetary sanction of $100 to the clerk of the Supreme Cou",uncertain,Keaau Dev. P'ship LLC v. Lawrence,Keaau Dev. P'ship LLC,Lawrence,571,P.3d,958,,2025,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Garner v. Kadince, Inc., 571 P.3d 812 (utahctapp 2025)","...orney to serve a copy on the client); Keaau Dev. P'ship LLC v. Lawrence, 571 P.3d 958, 960 (Haw. Ct. App. 2025) (monetary sanction of $100 to the clerk of the Supreme Court); Garner v. Kadince, Inc., 571 P.3d 812, 816 (Utah Ct. App. 2025) (order to refund all fees charged to counsel's client asso",uncertain,"Garner v. Kadince, Inc.",Garner,"Kadince, Inc.",571,P.3d,812,utahctapp,2025,,,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/opinion/10591984/garner-v-kadince/,Garner v. Kadince,e697e44,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Noland v. Land of the Free, 336 Cal. Rptr. 3d 897 (calctapp 2025)","...lief there is good ground to support it."" 5 B. Analysis Recently, courts across the country have been presented with briefs containing ""fraudulent legal citations."" Noland v. Land of the Free, L.P., 336 Cal. Rptr. 3d 897, 911 (Cal. Ct. App. 2025). This case, however, appears to be the first where",uncertain,Noland v. Land of the Free,Noland,Land of the Free,336,Cal. Rptr. 3d,897,calctapp,2025,,,,FALSE,,,LIKELY_REAL,0.8608,https://www.courtlistener.com/opinion/10670865/noland-v-land-of-the-free-lp/,"Noland v. Land of the Free, L.P.",e697e44,duplicate,duplicate of prior citation,
mezu_v_mezu_10-29-2025_order.pdf,"Shahid v. Esaam, 918 S.E.2d 198 (gactapp 2025)","...ersal of existing law or the establishment of new law.""); Cal. Rules of Court, rule 8.276 (permits the court to sanction a party who unreasonable violates the rules of court). Accord Shahid v. Esaam, 918 S.E.2d 198, 202, 202 n.17 (Ga. Ct. App. 2025) (imposing monetary sanction under Court of Appe",uncertain,Shahid v. Esaam,Shahid,Esaam,918,S.E.2d,198,gactapp,2025,,,,FALSE,,,POSSIBLE_MATCH,0.825,https://www.courtlistener.com/opinion/10620062/nimat-shahid-v-sufyan-esaam/,Nimat Shahid v. Sufyan Esaam,cc46446,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Milburn v. Milburn, 142 Md. App. 518 (2002)","...s appeal is properly before this Court. Although the parties did not address this issue in their briefs, the issue of appellate jurisdiction may be raised by the Court sua sponte. Milburn v. Milburn, 142 Md. App. 518, 522-23 (2002). 12 Father has filed other motions in this case that are not the ",uncertain,Milburn v. Milburn,Milburn,Milburn,142,Md. App.,518,mdctspecapp,2002,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/2301386/milburn-v-milburn/,Milburn v. Milburn,e697e44,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Suburban Sanitary Comm'n v. Bowen, 410 Md. 287 (2009)","...ubject of this appeal. We will not address them. 25 Subject to certain exceptions, a party may appeal only from a final judgment rendered by the trial court. Wash. Suburban Sanitary Comm'n v. Bowen, 410 Md. 287, 294 (2009); Pattison v. Pattison, 254 Md. App. 294, 307 (2022); Md. Code Ann., Cts. &",uncertain,Suburban Sanitary Commission v. Bowen,Suburban Sanitary Commission,Bowen,410,Md.,287,md,2009,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Pattison v. Pattison, 254 Md. App. 294 (2022)",".... 25 Subject to certain exceptions, a party may appeal only from a final judgment rendered by the trial court. Wash. Suburban Sanitary Comm'n v. Bowen, 410 Md. 287, 294 (2009); Pattison v. Pattison, 254 Md. App. 294, 307 (2022); Md. Code Ann., Cts. & Jud. Proc. Art. (""CJ"") § 12-301 (2020 Repl. Vo",uncertain,Pattison v. Pattison,Pattison,Pattison,254,Md. App.,294,mdctspecapp,2022,,,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/opinion/6477247/pattison-v-pattison/,Pattison v. Pattison,e697e44,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Johnson v. Johnson, 423 Md. 602 (2011)","...2); Md. Code Ann., Cts. & Jud. Proc. Art. (""CJ"") § 12-301 (2020 Repl. Vol.). A final judgment is one that settles all the claims against all the parties. Bowen, 410 Md. at 294-95; Johnson v. Johnson, 423 Md. 602, 607 (2011). The purpose of the final judgment rule is to ""'promote judicial economy ",uncertain,Johnson v. Johnson,Johnson,Johnson,423,Md.,602,md,2011,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"In re C.E., 456 Md. 209 (2017)","... 602, 607 (2011). The purpose of the final judgment rule is to ""'promote judicial economy and efficiency' by preventing piecemeal appeals after every order or decision by a trial court.'"" In re C.E., 456 Md. 209, 221 (2017) (quoting Sigma Reprod. Health Ctr. v. State, 297 Md. 660, 665 (1983)). Pr",uncertain,In re C.E.,,,456,Md.,209,md,2017,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Health Ctr. v. State, 297 Md. 660 (1983)","...ote judicial economy and efficiency' by preventing piecemeal appeals after every order or decision by a trial court.'"" In re C.E., 456 Md. 209, 221 (2017) (quoting Sigma Reprod. Health Ctr. v. State, 297 Md. 660, 665 (1983)). Prior to oral argument, the parties were asked to address the appealabi",uncertain,Health Center. v. State,Health Center.,State,297,Md.,660,md,1983,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Md. Bd. Physicians v. Geier, 451 Md. 526 (2017)","...wed by statute; (2) immediate appeals allowed under Md. Rule 2- 602; and (3) appeals allowed under the collateral order doctrine. Pattison, 254 Md. App. at 307; Accord Md. Bd. of Physicians v. Geier, 451 Md. 526, 546 (2017). The purpose of these exceptions is to ""'allow appeals from orders other ",uncertain,Md. Board. Physicians v. Geier,Md. Board. Physicians,Geier,451,Md.,526,md,2017,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Mungo v. State, 486 Md. 158 (2023)","...(""Ordinarily, an appellate court will not decide any issue 'unless it plainly appears by the record to have been raised in or decided by the trial court.'"") (quoting Md. Rule 8-313(a)), cert. denied, 486 Md. 158 (2023). Here, although Father raises a litany of claims on appeal, his sole request t",uncertain,Mungo v. State,Mungo,State,486,Md.,158,md,2023,,,,FALSE,,,POSSIBLE_MATCH,0.506,https://www.courtlistener.com/opinion/10613696/freeman-v-state/,Freeman v. State,fbdbb4a,investigate; data,document is incorrect; score should not be so high given name does not match and citation does not match.  But also FLP does not appear to have document,
mezu_v_mezu_10-29-2025_order.pdf,"Pattison v. Pattison, 491 Md. 551 (2025)","...A, as well as the preserved issues raised in the motions to reconsider. Marital settlement agreements are enforceable contracts, subject to the same analysis as other contracts. Pattison v. Pattison, 491 Md. 551, 562 (2025). ""[S]eparation agreements. . . are generally favored by the courts as a p",uncertain,Pattison v. Pattison,Pattison,Pattison,491,Md.,551,md,2025,,,,FALSE,,,LIKELY_REAL,0.9,https://www.courtlistener.com/opinion/10639782/pattison-v-pattison/,Pattison v. Pattison,e697e44,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Joey, LLC v. Mayor of Balt., 470 Md. 308 (2020)","...t the court declare the rights of parties upon a state of facts which has not yet arisen, or upon a matter which is future, contingent and uncertain.'"") (quoting Pizza di Joey, LLC v. Mayor of Balt., 470 Md. 308, 340 (2020)). The court commented on that, and it did not issue a custody ruling. Rat",uncertain,"Joey, LLC v. Mayor of Balt.","Joey, LLC",Mayor of Balt.,470,Md.,308,md,2020,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"In re Arundel Cnty., 146 Md. App. 526 (2002)","...issue a custody ruling. Rather, it upheld the MSA and provided that, once the parties physically separated, Father could move to modify the MSA to get visitation with the children. 28 Arundel Cnty., 146 Md. App. 526, 595 (2002) (quoting Gordon v. Gordon, 342 Md. 294, 301 (1996)), cert denied, 327",uncertain,In re Arundel County.,,,146,Md. App.,526,mdctspecapp,2002,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/2332862/young-v-anne-arundel-county/,Young v. Anne Arundel County,e64568a,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Gordon v. Gordon, 342 Md. 294 (1996)","...ovided that, once the parties physically separated, Father could move to modify the MSA to get visitation with the children. 28 Arundel Cnty., 146 Md. App. 526, 595 (2002) (quoting Gordon v. Gordon, 342 Md. 294, 301 (1996)), cert denied, 327 Md. 432 (2002). In that regard, courts have limited abi",uncertain,Gordon v. Gordon,Gordon,Gordon,342,Md.,294,md,1996,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Young v. Anne Arundel Cnty., 327 Md. 432 (2002) ","...y separated, Father could move to modify the MSA to get visitation with the children. 28 Arundel Cnty., 146 Md. App. 526, 595 (2002) (quoting Gordon v. Gordon, 342 Md. 294, 301 (1996)), cert denied, 327 Md. 432 (2002). In that regard, courts have limited ability ""to undo that which the parties fa",uncertain,Gordon v. Gordon,Gordon,Gordon,327,Md.,432,md,2002,,,,FALSE,,,NOT_FOUND,0,https://www.courtlistener.com/opinion/1910199/harford-county-v-harford-mutual-insurance/,Harford County v. Harford Mutual Insurance,a0a9afc,skip,"cert denied, hard to find",
mezu_v_mezu_10-29-2025_order.pdf,"Shih Ping Li v. Tzu Lee, 210 Md. App. 73 (2013)","...7 Md. 432 (2002). In that regard, courts have limited ability ""to undo that which the parties fairly and voluntarily assumed, even if the agreement might be deemed impudent."" Shih Ping Li v. Tzu Lee, 210 Md. App. 73, 102 (2013) (quoting Martin v. Farber, 68 Md. App. 137, 144 (1986)), aff'd, 437 M",uncertain,Shih Ping Li v. Tzu Lee,Shih Ping Li,Tzu Lee,210,Md. App.,73,mdctspecapp,2013,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/7974707/shih-ping-li-v-tzu-lee/,Shih Ping Li v. Tzu Lee,e697e44,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Martin v. Farber, 68 Md. App. 137 (1986)","...bility ""to undo that which the parties fairly and voluntarily assumed, even if the agreement might be deemed impudent."" Shih Ping Li v. Tzu Lee, 210 Md. App. 73, 102 (2013) (quoting Martin v. Farber, 68 Md. App. 137, 144 (1986)), aff'd, 437 Md. 47 (2014). A marital settlement agreement ""is valid ",uncertain,Martin v. Farber,Martin,Farber,68,Md. App.,137,mdctspecapp,1986,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Martin v. Farber, 437 Md. 47 (2014)","...s fairly and voluntarily assumed, even if the agreement might be deemed impudent."" Shih Ping Li v. Tzu Lee, 210 Md. App. 73, 102 (2013) (quoting Martin v. Farber, 68 Md. App. 137, 144 (1986)), aff'd, 437 Md. 47 (2014). A marital settlement agreement ""is valid and enforceable, unless the agreement",uncertain,Martin v. Farber,Martin,Farber,437,Md.,47,md,2014,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Lloyd v. Niceta, 485 Md. 422 (2023)","..., 437 Md. 47 (2014). A marital settlement agreement ""is valid and enforceable, unless the agreement is unconscionable or the byproduct of fraud, duress, mistake, or undue influence."" Lloyd v. Niceta, 485 Md. 422, 443 (2023).14 ""There are two aspects of unconscionability – procedural and substanti",uncertain,Lloyd v. Niceta,Lloyd,Niceta,485,Md.,422,md,2023,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/9423600/lloyd-v-niceta/,Lloyd v. Niceta,e697e44,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Rankin v. Brinton Woods of Frankford, LLC, 241 Md. App. 604 (2019)","...duress, mistake, or undue influence."" Lloyd v. Niceta, 485 Md. 422, 443 (2023).14 ""There are two aspects of unconscionability – procedural and substantive."" Rankin v. Brinton Woods of Frankford, LLC, 241 Md. App. 604, 621 (2019). Both elements must be present for the court to decline to enforce a",uncertain,"Rankin v. Brinton Woods of Frankford, LLC",Rankin,"Brinton Woods of Frankford, LLC",241,Md. App.,604,mdctspecapp,2019,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Stewart v. Stewart, 214 Md. App. 458 (2013)","... Both elements must be present for the court to decline to enforce a contract provision. Id. at 621-22. Procedural unconscionability focuses on the ""process of making a contract."" Stewart v. Stewart, 214 Md. App. 458, 477 (2013) (quoting Walther v. Sovereign Bank, 386 Md. 412, 427 (2005)). It inc",uncertain,Stewart v. Stewart,Stewart,Stewart,214,Md. App.,458,mdctspecapp,2013,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/7974820/stewart-v-stewart/,Stewart v. Stewart,e64568a,approved,,
mezu_v_mezu_10-29-2025_order.pdf,"Walther v. Sovereign Bank, 386 Md. 412 (2005)","...e a contract provision. Id. at 621-22. Procedural unconscionability focuses on the ""process of making a contract."" Stewart v. Stewart, 214 Md. App. 458, 477 (2013) (quoting Walther v. Sovereign Bank, 386 Md. 412, 427 (2005)). It includes ""such devices as the use of 'fine print and convoluted or u",uncertain,Walther v. Sovereign Bank,Walther,Sovereign Bank,386,Md.,412,md,2005,,,,FALSE,,,,,,,,,,
mezu_v_mezu_10-29-2025_order.pdf,"Williams v. Williams, 306 Md. 332 (1986)","...tem 5 of the MSA was not its preference for an agreement, the court did not find it to be unconscionable. The court's factual finding in this regard is reviewed for clear error. Williams v. Williams, 306 Md. 332, 338 (1986).15 A court's findings are ""not clearly erroneous if there is competent or",uncertain,Williams v. Williams,Williams,Williams,306,Md.,332,md,1986,,,,FALSE,,,,,,,,,,
